t,v
17.776323477099261,-38.478070015586283
17.851808710601933,-38.144458550516397
17.927293944104605,-37.806050106880484
17.9754411975,-37.587592134383179
18.023588450895396,-37.367029925021484
18.071735704290791,-37.144301625304223
18.119882957686187,-36.9193440880344
18.168030211081582,-36.692091961048654
18.216177464476978,-36.462478265795049
18.264324717872373,-36.230434604871164
18.312471971267769,-35.995890990104364
18.360619224663164,-35.758775786488663
18.40876647805856,-35.519015312698571
18.456913731453955,-35.27653423259666
18.505060984849351,-35.031255512647732
18.553208238244746,-34.783100329192685
18.601355491640142,-34.531988184307011
18.649502745035537,-34.277836915879888
18.697649998430933,-34.020562357532015
18.745797251826328,-33.760078383726828
18.793944505221724,-33.49629695781546
18.842091758617119,-33.229129441459094
18.890239012012515,-32.958484739546613
18.93838626540791,-32.684269428756537
18.986533518803306,-32.406388252839626
19.034680772198701,-32.124746290715933
19.082828025594097,-31.839245952765381
19.130975278989492,-31.549787132863955
19.179122532384888,-31.256267697173548
19.227269785780283,-30.958587539946329
19.275417039175679,-30.656643229037385
19.323564292571074,-30.350328648314203
19.37171154596647,-30.039537566992294
19.419858799361865,-29.724165240122026
19.468006052757261,-29.404103463666793
19.516153306152656,-29.079241434194099
19.564300559548052,-28.749472609305769
19.612447812943447,-28.414689069787539
19.660595066338843,-28.074779326313816
19.708742319734238,-27.729634734925433
19.756889573129634,-27.379149036440126
19.805036826525029,-27.023212393976337
19.853184079920425,-26.661716639798659
19.90133133331582,-26.294558607175688
19.949478586711216,-25.921634370390684
19.997625840106611,-25.542840323688129
20.045773093502007,-25.158079670330508
20.093920346897402,-24.767255610714397
20.142067600292798,-24.370274374247749
20.190214853688193,-23.967048561431088
20.238362107083589,-23.557491922815505
20.286509360478984,-23.141527277555376
20.33465661387438,-22.719081721495225
20.382803867269775,-22.29008030032859
20.410336397682741,-22.041791595418513
20.437868928095707,-21.791331607186322
20.465401458508673,-21.538689575902868
20.492933988921639,-21.283856094156825
20.520466519334605,-21.026825032745432
20.54799904974757,-20.767589673594927
20.575531580160536,-20.506143316694047
20.603064110573502,-20.242479688951793
20.630596640986468,-19.976597143437871
20.658129171399434,-19.708494183574555
20.6856617018124,-19.438168624275576
20.713194232225366,-19.165618696663017
20.740726762638332,-18.890847423995947
20.768259293051297,-18.6138579919945
20.795791823464263,-18.334653392204192
20.823324353877229,-18.053237136518224
20.850856884290195,-17.76961779438523
20.878389414703161,-17.483804182042309
20.905921945116127,-17.195804971816759
20.933454475529093,-16.905629437541119
20.960987005942059,-16.613292381409643
20.988519536355025,-16.318809127726777
21.01605206676799,-16.022194446403581
21.043584597180956,-15.723464844694222
21.071117127593922,-15.422641358955461
21.098649658006888,-15.119745720576679
21.126182188419854,-14.814799228210216
21.15371471883282,-14.507826822809024
21.181247249245786,-14.198856268953124
21.208779779658752,-13.88791511815969
21.236312310071717,-13.575031444687792
21.263844840484683,-13.260239463068153
21.291377370897649,-12.943573204454943
21.318909901310615,-12.62506679248575
21.346442431723581,-12.304757586798033
21.373974962136547,-11.982686363709977
21.401507492549513,-11.658893574792899
21.429040022962479,-11.333420074051016
21.456572553375445,-11.00631295766142
21.48410508378841,-10.677618708464529
21.511637614201376,-10.347383887897191
21.539170144614342,-10.015659247891207
21.566702675027308,-9.6824971091093879
21.594235205440274,-9.3479496960922752
21.627312672373545,-8.9442717544084189
21.660390139306816,-8.5387718085089421
21.693467606240088,-8.1315504723263192
21.726545073173359,-7.7227120226563937
21.75962254010663,-7.3123643418888724
21.792700007039901,-6.9006145184768579
21.825777473973172,-6.4875757844478699
21.858854940906443,-6.073362755859824
21.891932407839715,-5.6580896579488833
21.925009874772986,-5.2418767184106381
21.958087341706257,-4.8248424141461843
21.991164808639528,-4.4071075892869063
22.024242275572799,-3.9887954679173725
22.057319742506071,-3.5700274231533808
22.090397209439342,-3.1509289140126011
22.123474676372613,-2.7316240997695687
22.156552143305884,-2.3122362451949177
22.189629610239155,-1.8928915190365236
22.222707077172426,-1.4737132219819509
22.255784544105698,-1.0548253075513669
22.288862011038969,-0.63635134538447435
22.32193947797224,-0.21841258802444391
22.355016944905511,0.19886962081407628
22.388094411838782,0.61537624756842946
22.421171878772054,1.030990162049843
22.454249345705325,1.4455943603761554
22.487326812638596,1.8590757740431123
22.520404279571867,2.2713225876606136
22.553481746505138,2.6822253960645641
22.586559213438409,3.0916787867341999
22.619636680371681,3.4995780219967281
22.652714147304952,3.9058225181239847
22.685791614238223,4.31031518737145
22.718869081171494,4.7129607106788347
22.751946548104765,5.1136682462462026
22.785024015038037,5.5123500462828634
22.818101481971308,5.9089213623123937
22.851178948904579,6.3033019108081412
22.88425641583785,6.6954141895205508
22.917333882771121,7.0851845321829892
22.950411349704392,7.4725434277140961
22.983488816637664,7.8574245824552174
23.016566283570935,8.2397656334391467
23.049643750504206,8.619508155656316
23.082721217437477,8.9965969710648039
23.115798684370748,9.3709809249844831
23.14887615130402,9.7426128031465797
23.181953618237291,10.111448214194031
23.215031085170562,10.477446882519343
23.248108552103833,10.840572321770599
23.281186019037104,11.200790851718622
23.314263485970375,11.558072596066852
23.347340952903647,11.912391244451765
23.380418419836918,12.263723135646392
23.413495886770189,12.612048094410085
23.44657335370346,12.957349211095016
23.479650820636731,13.299612167571661
23.512728287570003,13.638825673497312
23.545805754503274,13.974981385668279
23.578883221436545,14.308073458041568
23.611960688369816,14.638098643047906
23.645038155303087,14.965056224891091
23.678115622236358,15.28894788577888
23.71119308916963,15.609777437366905
23.744270556102901,15.927550973950712
23.798154506460488,16.43868976645453
23.852038456818075,16.941787270914325
23.905922407175662,17.436901482270283
23.95980635753325,17.924102574333681
24.060945443330279,18.817490969408606
24.12575971870244,19.375791881128595
24.190573994074601,19.923200336112256
24.255388269446762,20.459912524305064
24.320202544818923,20.986136192204526
24.385016820191083,21.502088709700455
24.449831095563244,22.007994998568837
24.514645370935405,22.504085797334689
24.579459646307566,22.990596038191967
24.644273921679726,23.467763679254965
24.709088197051887,23.935828411661618
24.773902472424048,24.395030631982277
24.838716747796209,24.845610516936869
24.90353102316837,25.287807025973077
24.96834529854053,25.721857470442508
25.033159573912691,26.14799658222768
25.097973849284852,26.566456118894937
25.162788124657013,26.977464445555139
25.227602400029173,27.381245963011143
25.292416675401334,27.778021075271706
25.406478460468072,28.45991552342392
25.520540245534811,29.121918389137324
25.634602030601549,29.765124986237574
25.748663815668287,30.390582865239438
25.862725600735025,30.999290271498818
25.976787385801764,31.592197585294024
26.090849170868502,32.170207451656374
26.285871517354497,33.12640789817479
26.419584175530233,33.760348688295679
26.553296833705968,34.37804797043097
26.687009491881703,34.980616121050765
26.820722150057438,35.569092002346657
26.954434808233174,36.144447210607431
27.088147466408909,36.707590132164718
27.221860124584644,37.259370000168587
27.418254373557378,38.050862573197684
27.614648622530112,38.821858701160629
27.811042871502845,39.574452010013644
28.007437120475579,40.310537814322394
28.203831369448313,41.031832598787517
28.400225618421047,41.739890407028071
28.59661986739378,42.436116378015029
28.793014116366514,43.12178069551792
28.989408365339248,43.798032493443422
29.317565046821279,44.90977311472971
29.54391738969607,45.665216003826792
29.77026973257086,46.412755794103148
29.99662207544565,47.153461582159039
30.22297441832044,47.888282165407851
30.449326761195231,48.618059539384305
30.675679104070021,49.343539615719827
30.902031446944811,50.065381524924966
31.128383789819601,50.784166566765613
31.354736132694391,51.500406621836433
31.581088475569182,52.214551605451753
31.807440818443972,52.926995849535089
32.033793161318762,53.638083852932674
32.260145504193552,54.348115624470374
32.486497847068343,55.057351421958849
32.712850189943133,55.76601612853591
32.939202532817923,56.4743031594356
33.165554875692713,57.182377796267254
33.391907218567503,57.890380440594832
33.82481899303432,59.244688396966929
34.257730767501137,60.599788127143576
34.690642541967954,61.956115698224536
35.011544191563914,62.962473481339849
35.332445841159874,63.969727219379102
35.653347490755834,64.977912986544226
35.974249140351795,65.987044625388165
36.295150789947755,66.997117666226629
36.616052439543715,68.008112281945998
36.936954089139675,69.019997034626599
37.257855738735635,70.032732653069374
37.97103529435001,72.286272768193356
38.400998179477689,73.646588527812284
38.830961064605368,75.008034078997113
39.260923949733048,76.370487436700117
39.690886834860727,77.733832244918275
40.120849719988406,79.097961180889598
40.550812605116086,80.462775540299361
40.980775490243765,81.828184506833026
41.634047272515645,83.903699718955508
42.287319054787524,85.980152444111326
42.940590837059403,88.05733828546272
43.593862619331283,90.135091064496777
44.247134401603162,92.213277049927669
45.433452895650589,95.987969492513855
46.619771389698016,99.763306592087346
47.455795975162289,102.42410015850302
48.291820560626562,105.08501464442864
49.127845146090834,107.7460069446249
49.963869731555107,110.4070532535855
50.79989431701938,113.06814228006445
51.635918902483652,115.72925847065309
52.471943487947925,118.39038410080892
53.307968073412198,121.05151227760985
54.143992658876471,123.71264690271236
55.01703025492295,126.49160331996072
55.89006785096943,129.2705643672906
56.76310544701591,132.04952701403769
58.175535755734167,136.54543110779107
59.587966064452424,141.04133364513163
59.999999999998664,142.35287741271404
